"voter_id","title","family_name","given_name","group","option","vote_event_id"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"7","Bc.","Roman","Kalabus","ODS","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"12","","Josef","Novosad","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"19","MUDr.","Róbert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0009.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"7","Bc.","Roman","Kalabus","ODS","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"12","","Josef","Novosad","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"19","MUDr.","Róbert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0010.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"7","Bc.","Roman","Kalabus","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"12","","Josef","Novosad","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"19","MUDr.","Róbert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0011.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"2","BcA.","Michal","Berg","KOV","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"3","","Jiří","Čunek","KDU-ČSL","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"6","MUDr. ","Tomáš","Husa","KOV","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"7","Bc.","Roman","Kalabus","ODS","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"12","","Josef","Novosad","KSČM","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"14","RNDr.","Karel","Pavelka","KOV","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"15","Ing.","Tomáš","Pifka","STANV","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"18","Bc.","Iveta","Táborská","ODS","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"19","MUDr.","Róbert","Teleky","KDU-ČSL","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"21","","Zdeněk","Vejpustek","KSČM","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0012.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"2","BcA.","Michal","Berg","KOV","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"6","MUDr. ","Tomáš","Husa","KOV","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"7","Bc.","Roman","Kalabus","ODS","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"12","","Josef","Novosad","KSČM","NO","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"14","RNDr.","Karel","Pavelka","KOV","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"18","Bc.","Iveta","Táborská","ODS","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"19","MUDr.","Róbert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"21","","Zdeněk","Vejpustek","KSČM","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0013.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"2","BcA.","Michal","Berg","KOV","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"6","MUDr. ","Tomáš","Husa","KOV","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"7","Bc.","Roman","Kalabus","ODS","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"12","","Josef","Novosad","KSČM","NO","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"14","RNDr.","Karel","Pavelka","KOV","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"18","Bc.","Iveta","Táborská","ODS","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"19","MUDr.","Róbert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"21","","Zdeněk","Vejpustek","KSČM","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0014.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"6","MUDr. ","Tomáš","Husa","KOV","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"7","Bc.","Roman","Kalabus","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"12","","Josef","Novosad","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"19","MUDr.","Róbert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0015.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0016.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0016.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0016.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0016.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201401/0016.xml"
